NM,range,mean_max_03,tpr,tnr
7,13405,0.45502,0.0029,0.0029
7,13415,0.45502,0.0029,0.0029
7,13425,0.45502,0.0029,0.0029
7,13435,0.45502,0.0029,0.0029
7,13445,0.45502,0.0029,0.0029
7,13455,0.45502,0.0029,0.0029
7,13465,0.45502,0.0029,0.0029
7,13475,0.45502,0.0029,0.0029
7,13485,0.45502,0.0029,0.0029
7,13495,0.45502,0.0029,0.0029
7,13505,0.45502,0.0029,0.0029
7,13515,0.45502,0.0029,0.0029
7,13525,0.45502,0.0029,0.0029
7,13535,0.45502,0.0029,0.0029
7,13545,0.45502,0.0029,0.0029
7,13555,0.45502,0.0029,0.0029
7,13565,0.45502,0.0029,0.0029
7,13575,0.45502,0.0029,0.0029
7,13585,0.45502,0.0029,0.0029
7,13595,0.45502,0.0029,0.0029
7,13605,0.45502,0.0029,0.0029
7,13615,0.45502,0.0029,0.0029
7,13625,0.45502,0.0029,0.0029
7,13635,0.45502,0.0029,0.0029
7,13645,0.45502,0.0029,0.0029
7,13655,0.45502,0.0029,0.0029
7,13665,0.45502,0.0029,0.0029
7,13675,0.45502,0.0029,0.0029
7,13685,0.45502,0.0029,0.0029
7,13695,0.45502,0.0029,0.0029
7,13705,0.45502,0.0029,0.0029
7,13715,0.45502,0.0029,0.0029
7,13725,0.45502,0.0029,0.0029
7,13735,0.45502,0.0029,0.0029
7,13745,0.45502,0.0029,0.0029
7,13755,0.45502,0.0029,0.0029
7,13765,0.45502,0.0029,0.0029
7,13775,0.45502,0.0029,0.0029
7,13785,0.45502,0.0029,0.0029
7,13795,0.45502,0.0029,0.0029
7,13805,0.45502,0.0029,0.0029
7,13815,0.45502,0.0029,0.0029
7,13825,0.45502,0.0029,0.0029
7,13835,0.45502,0.0029,0.0029
7,13845,0.45502,0.0029,0.0029
7,13855,0.45502,0.0029,0.0029
7,13865,0.45502,0.0029,0.0029
7.5,13875,0.47196,0.00225,0.00225
7.5,13885,0.47196,0.00225,0.00225
7.5,13895,0.47196,0.00225,0.00225
7.5,13905,0.47196,0.00225,0.00225
7.5,13915,0.47196,0.00225,0.00225
7.5,13925,0.47196,0.00225,0.00225
7.5,13935,0.47196,0.00225,0.00225
7.5,13945,0.47196,0.00225,0.00225
7.5,13955,0.47196,0.00225,0.00225
7.5,13965,0.47196,0.00225,0.00225
7.5,13975,0.47196,0.00225,0.00225
7.5,13985,0.47196,0.00225,0.00225
7.5,13995,0.47196,0.00225,0.00225
7.5,14005,0.47196,0.00225,0.00225
7.5,14015,0.47196,0.00225,0.00225
7.5,14025,0.47196,0.00225,0.00225
7.5,14035,0.47196,0.00225,0.00225
7.5,14045,0.47196,0.00225,0.00225
7.5,14055,0.47196,0.00225,0.00225
7.5,14065,0.47196,0.00225,0.00225
7.5,14075,0.47196,0.00225,0.00225
7.5,14085,0.47196,0.00225,0.00225
7.5,14095,0.47196,0.00225,0.00225
7.5,14105,0.47196,0.00225,0.00225
7.5,14115,0.47196,0.00225,0.00225
7.5,14125,0.47196,0.00225,0.00225
7.5,14135,0.47196,0.00225,0.00225
7.5,14145,0.47196,0.00225,0.00225
7.5,14155,0.47196,0.00225,0.00225
7.5,14165,0.47196,0.00225,0.00225
7.5,14175,0.47196,0.00225,0.00225
7.5,14185,0.47196,0.00225,0.00225
7.5,14195,0.47196,0.00225,0.00225
7.5,14205,0.47196,0.00225,0.00225
7.5,14215,0.47196,0.00225,0.00225
7.5,14225,0.47196,0.00225,0.00225
7.5,14235,0.47196,0.00225,0.00225
7.5,14245,0.47196,0.00225,0.00225
7.5,14255,0.47196,0.00225,0.00225
7.5,14265,0.47196,0.00225,0.00225
7.5,14275,0.47196,0.00225,0.00225
7.5,14285,0.47196,0.00225,0.00225
7.5,14295,0.47196,0.00225,0.00225
7.5,14305,0.47196,0.00225,0.00225
7.5,14315,0.47196,0.00225,0.00225
7.5,14325,0.47196,0.00225,0.00225
7.5,14335,0.47196,0.00225,0.00225
7.5,14345,0.47196,0.00225,0.00225
7.5,14355,0.47196,0.00225,0.00225
7.5,14365,0.47196,0.00225,0.00225
7.5,14375,0.47196,0.00225,0.00225
7.5,14385,0.47196,0.00225,0.00225
7.5,14395,0.47196,0.00225,0.00225
7.5,14405,0.47196,0.00225,0.00225
7.5,14415,0.47196,0.00225,0.00225
7.5,14425,0.47196,0.00225,0.00225
7.5,14435,0.47196,0.00225,0.00225
7.5,14445,0.47196,0.00225,0.00225
7.5,14455,0.47196,0.00225,0.00225
7.5,14465,0.47196,0.00225,0.00225
7.5,14475,0.47196,0.00225,0.00225
7.5,14485,0.47196,0.00225,0.00225
7.5,14495,0.47196,0.00225,0.00225
7.5,14505,0.47196,0.00225,0.00225
7.5,14515,0.47196,0.00225,0.00225
7.5,14525,0.47196,0.00225,0.00225
7.5,14535,0.47196,0.00225,0.00225
7.5,14545,0.47196,0.00225,0.00225
7.5,14555,0.47196,0.00225,0.00225
7.5,14565,0.47196,0.00225,0.00225
7.5,14575,0.47196,0.00225,0.00225
7.5,14585,0.47196,0.00225,0.00225
7.5,14595,0.47196,0.00225,0.00225
7.5,14605,0.47196,0.00225,0.00225
7.5,14615,0.47196,0.00225,0.00225
7.5,14625,0.47196,0.00225,0.00225
7.5,14635,0.47196,0.00225,0.00225
7.5,14645,0.47196,0.00225,0.00225
7.5,14655,0.47196,0.00225,0.00225
7.5,14665,0.47196,0.00225,0.00225
7.5,14675,0.47196,0.00225,0.00225
7.5,14685,0.47196,0.00225,0.00225
7.5,14695,0.47196,0.00225,0.00225
7.5,14705,0.47196,0.00225,0.00225
7.5,14715,0.47196,0.00225,0.00225
7.5,14725,0.47196,0.00225,0.00225
7.5,14735,0.47196,0.00225,0.00225
7.5,14745,0.47196,0.00225,0.00225
7.5,14755,0.47196,0.00225,0.00225
7.5,14765,0.47196,0.00225,0.00225
7.5,14775,0.47196,0.00225,0.00225
8,14785,0.42592,0.00216,0.00216
8,14795,0.42592,0.00216,0.00216
8,14805,0.42592,0.00216,0.00216
8,14815,0.42592,0.00216,0.00216
8,14825,0.42592,0.00216,0.00216
8,14835,0.42592,0.00216,0.00216
8,14845,0.42592,0.00216,0.00216
8,14855,0.42592,0.00216,0.00216
8,14865,0.42592,0.00216,0.00216
8,14875,0.42592,0.00216,0.00216
8,14885,0.42592,0.00216,0.00216
8,14895,0.42592,0.00216,0.00216
8,14905,0.42592,0.00216,0.00216
8,14915,0.42592,0.00216,0.00216
8,14925,0.42592,0.00216,0.00216
8,14935,0.42592,0.00216,0.00216
8,14945,0.42592,0.00216,0.00216
8,14955,0.42592,0.00216,0.00216
8,14965,0.42592,0.00216,0.00216
8,14975,0.42592,0.00216,0.00216
8,14985,0.42592,0.00216,0.00216
8,14995,0.42592,0.00216,0.00216
8,15005,0.42592,0.00216,0.00216
8,15015,0.42592,0.00216,0.00216
8,15025,0.42592,0.00216,0.00216
8,15035,0.42592,0.00216,0.00216
8,15045,0.42592,0.00216,0.00216
8,15055,0.42592,0.00216,0.00216
8,15065,0.42592,0.00216,0.00216
8,15075,0.42592,0.00216,0.00216
8,15085,0.42592,0.00216,0.00216
8,15095,0.42592,0.00216,0.00216
8,15105,0.42592,0.00216,0.00216
8,15115,0.42592,0.00216,0.00216
8,15125,0.42592,0.00216,0.00216
8,15135,0.42592,0.00216,0.00216
8,15145,0.42592,0.00216,0.00216
8,15155,0.42592,0.00216,0.00216
8,15165,0.42592,0.00216,0.00216
8,15175,0.42592,0.00216,0.00216
8,15185,0.42592,0.00216,0.00216
8,15195,0.42592,0.00216,0.00216
8,15205,0.42592,0.00216,0.00216
8,15215,0.42592,0.00216,0.00216
8,15225,0.42592,0.00216,0.00216
8,15235,0.42592,0.00216,0.00216
8,15245,0.42592,0.00216,0.00216
8,15255,0.42592,0.00216,0.00216
8,15265,0.42592,0.00216,0.00216
8,15275,0.42592,0.00216,0.00216
8,15285,0.42592,0.00216,0.00216
8,15295,0.42592,0.00216,0.00216
8,15305,0.42592,0.00216,0.00216
8,15315,0.42592,0.00216,0.00216
8,15325,0.42592,0.00216,0.00216
8,15335,0.42592,0.00216,0.00216
8,15345,0.42592,0.00216,0.00216
8,15355,0.42592,0.00216,0.00216
8,15365,0.42592,0.00216,0.00216
8,15375,0.42592,0.00216,0.00216
8,15385,0.42592,0.00216,0.00216
8,15395,0.42592,0.00216,0.00216
8,15405,0.42592,0.00216,0.00216
8,15415,0.42592,0.00216,0.00216
8,15425,0.42592,0.00216,0.00216
8,15435,0.42592,0.00216,0.00216
8,15445,0.42592,0.00216,0.00216
8,15455,0.42592,0.00216,0.00216
8,15465,0.42592,0.00216,0.00216
8,15475,0.42592,0.00216,0.00216
8,15485,0.42592,0.00216,0.00216
8,15495,0.42592,0.00216,0.00216
8,15505,0.42592,0.00216,0.00216
8,15515,0.42592,0.00216,0.00216
8,15525,0.42592,0.00216,0.00216
8,15535,0.42592,0.00216,0.00216
8,15545,0.42592,0.00216,0.00216
8,15555,0.42592,0.00216,0.00216
8,15565,0.42592,0.00216,0.00216
8,15575,0.42592,0.00216,0.00216
8,15585,0.42592,0.00216,0.00216
8,15595,0.42592,0.00216,0.00216
8,15605,0.42592,0.00216,0.00216
8,15615,0.42592,0.00216,0.00216
8,15625,0.42592,0.00216,0.00216
8,15635,0.42592,0.00216,0.00216
8,15645,0.42592,0.00216,0.00216
8,15655,0.42592,0.00216,0.00216
8,15665,0.42592,0.00216,0.00216
8,15675,0.42592,0.00216,0.00216
8,15685,0.42592,0.00216,0.00216
8,15695,0.42592,0.00216,0.00216
8,15705,0.42592,0.00216,0.00216
8,15715,0.42592,0.00216,0.00216
8,15725,0.42592,0.00216,0.00216
