range,tpr,tnr
4795,0.79741,0.79741
4805,0.79741,0.79741
4815,0.79741,0.79741
4825,0.79741,0.79741
4835,0.79741,0.79741
4845,0.79741,0.79741
4855,0.79741,0.79741
4865,0.79741,0.79741
4875,0.79741,0.79741
4885,0.79741,0.79741
4895,0.79741,0.79741
4905,0.79741,0.79741
4915,0.79741,0.79741
4925,0.79741,0.79741
4935,0.79741,0.79741
4945,0.79741,0.79741
4955,0.79741,0.79741
4965,0.79741,0.79741
4975,0.79741,0.79741
4985,0.79741,0.79741
4995,0.79741,0.79741
5005,0.79741,0.79741
5015,0.79741,0.79741
5025,0.79741,0.79741
5035,0.79741,0.79741
5045,0.79741,0.79741
5055,0.79741,0.79741
5065,0.79741,0.79741
5075,0.79741,0.79741
5085,0.79741,0.79741
5095,0.79741,0.79741
5105,0.79741,0.79741
5115,0.79741,0.79741
5125,0.79741,0.79741
5135,0.79741,0.79741
5145,0.79741,0.79741
5155,0.79741,0.79741
5165,0.79741,0.79741
5175,0.79741,0.79741
5185,0.79741,0.79741
5195,0.79741,0.79741
5205,0.79741,0.79741
5215,0.79741,0.79741
5225,0.79741,0.79741
5235,0.79741,0.79741
5245,0.79741,0.79741
5255,0.79741,0.79741
5265,0.79741,0.79741
5275,0.79741,0.79741
5285,0.79741,0.79741
5295,0.79741,0.79741
5305,0.79741,0.79741
5315,0.79741,0.79741
5325,0.79741,0.79741
5335,0.79741,0.79741
5345,0.79741,0.79741
5355,0.79741,0.79741
5365,0.79741,0.79741
5375,0.79741,0.79741
5385,0.79741,0.79741
5395,0.79741,0.79741
5405,0.79741,0.79741
5415,0.79741,0.79741
5425,0.79741,0.79741
5435,0.79741,0.79741
5445,0.79741,0.79741
5455,0.79741,0.79741
5465,0.79741,0.79741
5475,0.79741,0.79741
5485,0.79741,0.79741
5495,0.79741,0.79741
5505,0.79741,0.79741
5515,0.79741,0.79741
5525,0.79741,0.79741
5535,0.79741,0.79741
5545,0.79741,0.79741
5555,0.80716,0.80716
5565,0.80716,0.80716
5575,0.80716,0.80716
5585,0.80716,0.80716
5595,0.80716,0.80716
5605,0.80716,0.80716
5615,0.80716,0.80716
5625,0.80716,0.80716
5635,0.80716,0.80716
5645,0.80716,0.80716
5655,0.80716,0.80716
5665,0.80716,0.80716
5675,0.80716,0.80716
5685,0.80716,0.80716
5695,0.80716,0.80716
5705,0.80716,0.80716
5715,0.80716,0.80716
5725,0.80716,0.80716
5735,0.80716,0.80716
5745,0.80716,0.80716
5755,0.80716,0.80716
5765,0.80716,0.80716
5775,0.80716,0.80716
5785,0.80716,0.80716
5795,0.80716,0.80716
5805,0.80716,0.80716
5815,0.80716,0.80716
5825,0.80716,0.80716
5835,0.80716,0.80716
5845,0.80716,0.80716
5855,0.80716,0.80716
5865,0.80716,0.80716
5875,0.80716,0.80716
5885,0.80716,0.80716
5895,0.80716,0.80716
5905,0.80716,0.80716
5915,0.80716,0.80716
5925,0.80716,0.80716
5935,0.80716,0.80716
5945,0.80716,0.80716
5955,0.80716,0.80716
5965,0.80716,0.80716
5975,0.80716,0.80716
5985,0.80716,0.80716
5995,0.80716,0.80716
6005,0.80716,0.80716
6015,0.80716,0.80716
6025,0.80716,0.80716
6035,0.80716,0.80716
6045,0.80716,0.80716
6055,0.80716,0.80716
6065,0.80716,0.80716
6075,0.80716,0.80716
6085,0.80716,0.80716
6095,0.80716,0.80716
6105,0.80716,0.80716
6115,0.80716,0.80716
6125,0.80716,0.80716
6135,0.80716,0.80716
6145,0.80716,0.80716
6155,0.80716,0.80716
6165,0.80716,0.80716
6175,0.80716,0.80716
6185,0.80716,0.80716
6195,0.80716,0.80716
6205,0.80716,0.80716
6215,0.80716,0.80716
6225,0.80716,0.80716
6235,0.80716,0.80716
6245,0.80716,0.80716
6255,0.80716,0.80716
6265,0.80716,0.80716
6275,0.80716,0.80716
6285,0.80716,0.80716
6295,0.80716,0.80716
6305,0.80716,0.80716
6315,0.80716,0.80716
6325,0.80716,0.80716
6335,0.80716,0.80716
6345,0.80716,0.80716
6355,0.80716,0.80716
6365,0.80716,0.80716
6375,0.80716,0.80716
6385,0.80716,0.80716
6395,0.80716,0.80716
6405,0.80716,0.80716
